epoch,train_loss,train_acc,train_time_per_step,val_loss,val_acc
1,2.658095817565918,0.155,0.4495665574073791,2.267737233638764,0.16
2,2.197781562209129,0.24,0.4055631566047668,2.1490764248371126,0.3
3,1.987517073750496,0.355,0.4030375504493713,1.8865875732898711,0.41
4,1.740731901526451,0.42,0.3857965159416199,1.733937417268753,0.38
5,1.641841803789139,0.43,0.3662763857841491,1.570601681470871,0.44
6,1.6727931174635886,0.475,0.3668573021888733,1.476216476559639,0.45
7,1.5905509129166604,0.435,0.3666196846961975,1.399767071902752,0.52
8,1.5926234801858663,0.46,0.3680922269821167,1.6095366495847705,0.52
9,1.4608842185139657,0.55,0.36737633228302,1.281806635260582,0.56
10,1.3819893247634172,0.575,0.3678133225440979,1.343502071201801,0.55
11,1.3860491406917572,0.565,0.3675743412971496,1.2097990894317627,0.6
12,1.2987499210238456,0.55,0.3678882241249084,1.291732143014669,0.57
13,1.3251316922158003,0.525,0.3674905514717102,1.140607200860977,0.6
14,1.1977914023026823,0.6,0.367236156463623,1.0119019588828086,0.71
15,1.1698237595707175,0.61,0.3675097894668579,1.2655755364894867,0.56
16,1.079578698687255,0.69,0.3666912102699279,1.1325377881526948,0.66
17,1.1923668023198843,0.62,0.3674091792106628,1.454107041656971,0.46
18,1.0727834700606764,0.615,0.3671883797645568,1.3995392698049545,0.49
19,1.0608715406060218,0.67,0.3680105304718017,0.9596778955310584,0.69
20,1.1774048928916454,0.565,0.3676561522483825,1.1912436950206755,0.63
21,1.2368682175688446,0.57,0.3674851727485657,0.9592226370424032,0.67
22,0.9587855804152788,0.69,0.3673372817039489,1.0459420175850391,0.63
23,1.0200683442130685,0.665,0.3679725956916809,0.8343053565919399,0.74
24,0.9952161992155016,0.635,0.3681527853012085,0.9975186402723192,0.66
25,1.2779630300402642,0.605,0.3681334447860718,0.9736734848469496,0.73
26,0.9738808733783664,0.675,0.3690428781509399,0.9641749458014964,0.65
27,1.082697454802692,0.62,0.3672167944908142,1.0291792597621678,0.66
28,0.8691966976225376,0.715,0.3680677914619445,0.9281472423672676,0.74
29,1.0122062979638575,0.67,0.3681912207603454,1.2942441976675765,0.5
30,1.0479321072623131,0.645,0.3671897768974304,1.0705769115220756,0.65
31,0.9690900065656752,0.7,0.3669310355186462,1.0314598091691731,0.68
32,1.032386176791042,0.59,0.3677825117111206,0.9857443505711854,0.68
33,0.8797247598692775,0.73,0.3677364277839661,0.9357833156734704,0.74
34,0.915464478645008,0.665,0.3679150128364563,0.8000080531835556,0.7
35,0.8802397974953056,0.69,0.3680838322639465,0.8477958224713802,0.75
36,0.9422779592737788,0.695,0.3669718313217163,1.0813973200693727,0.62
37,0.8622039047628641,0.72,0.3686732292175293,0.7878196354955435,0.74
38,0.7306317727640271,0.77,0.3680858874320984,0.9812800676189364,0.69
39,0.9389229887817055,0.675,0.366550760269165,0.8571370971575379,0.74
40,0.745118760978803,0.74,0.3664837956428527,0.912380940914154,0.69
41,0.7786390405055136,0.74,0.3664627170562744,0.7522706989571453,0.77
42,0.8403285528812557,0.745,0.3666716074943542,0.8486215098202229,0.71
43,0.8106159014580772,0.74,0.3664700388908386,1.3395273954421285,0.51
44,1.078636277448386,0.64,0.3677012252807617,0.9823309222236276,0.64
45,0.9361832103133202,0.695,0.366491379737854,0.8871725586615503,0.74
46,0.9192339885095134,0.68,0.3667849230766296,0.9608550779521464,0.63
47,0.798835373017937,0.72,0.3670209693908691,0.8134397316817195,0.71
48,0.7939102042000741,0.745,0.3674783682823181,0.9146168423211202,0.73
49,0.8845852177497,0.715,0.3776348900794983,1.0044059716910123,0.64
50,1.0714018224924802,0.67,0.39526384353637695,0.861079813838005,0.75
