epoch,train_loss,train_acc,train_time_per_step,val_loss,val_acc
1,8.682242101910525,0.315,2.379279193878174,6.28193907039451,0.37
2,4.837513335882358,0.53,2.4056610250473023,8.27850033675888,0.45
3,4.718633458922515,0.575,2.416620161533356,4.371996521713789,0.56
4,5.515283321816866,0.56,2.4298474073410032,4.623095386083593,0.61
5,7.074284075476657,0.52,2.4653633666038512,6.245828654242132,0.52
6,6.8031206825618025,0.56,2.447075834274292,3.36252973790502,0.71
7,4.46282299549802,0.615,2.4307176089286804,5.466042831080383,0.6
8,4.998466217728166,0.625,2.4340346360206606,4.39864392662017,0.65
9,4.232309630224381,0.68,2.436914110183716,4.3595483782642726,0.7
10,4.689881020753447,0.655,2.4374868083000183,3.3384702263519115,0.75
11,5.68805646852127,0.62,2.446750099658966,4.638748476398414,0.73
12,6.655051454197393,0.62,2.4712568020820616,4.300080123781767,0.72
13,5.9634567338305455,0.62,2.4797826552391053,4.142122577917067,0.68
14,4.464709565525555,0.695,2.498114998340607,4.045640238320734,0.69
15,4.529960367529209,0.69,2.554920299053192,5.062296364972347,0.7
16,3.622267919965832,0.75,2.635341079235077,4.872179392555595,0.69
17,8.541732194438492,0.63,2.6078829956054688,4.888290347928747,0.65
18,4.300688178867283,0.69,2.695032479763031,6.057459786573658,0.65
19,5.879116722475677,0.695,2.702642953395844,6.605653339775688,0.62
20,6.31562683828211,0.665,2.7577418422698976,5.05173418163243,0.69
21,5.401913000768282,0.69,2.686885251998901,6.060040689863406,0.69
22,4.57432783145551,0.765,2.657935562133789,3.232433163974086,0.81
23,2.5530542077047103,0.78,2.7250488877296446,3.768762297313883,0.75
24,4.595098080008014,0.715,2.7291767144203187,9.547780147242152,0.59
25,6.43631465999255,0.635,2.685839064121246,4.957788491234701,0.7
26,3.7578612597284673,0.745,2.710583565235138,3.472306066589788,0.83
27,4.41504830349463,0.745,2.7001238226890565,5.422921366247819,0.7
28,4.68886861528545,0.735,2.74469565153122,4.802210890892881,0.69
29,3.9935377354034767,0.745,2.730656740665436,4.999744278199094,0.71
30,5.36557265402653,0.695,2.73682665348053,3.469795175304911,0.83
31,3.878573919954892,0.765,2.7345895528793336,3.728408966569873,0.75
32,4.341257185060056,0.775,2.696851234436035,7.885742170533379,0.73
33,3.5309552585726847,0.755,2.7310169744491577,7.051192432127916,0.72
34,4.972983594423352,0.715,2.741696720123291,5.757397136842137,0.71
35,6.4645777776976,0.74,2.716124300956726,4.511068825574481,0.84
36,5.715868131366642,0.755,2.7459444260597228,7.30992070636783,0.69
37,4.992578294076346,0.755,2.7102033948898314,4.552981325089945,0.78
38,3.73052320802335,0.81,2.7089365243911745,5.628620819933651,0.75
39,3.5667838003400827,0.8,2.715525732040405,2.226151812511965,0.84
40,4.125402118648281,0.775,2.7039626002311707,4.498100151329165,0.79
41,6.140983597324283,0.73,2.696144754886628,4.787836642685427,0.71
42,6.462386847997847,0.725,2.7378262591362,4.291191355786491,0.78
43,5.054203999248273,0.785,2.741517751216888,7.01922671711337,0.75
44,5.4403950557218925,0.765,2.702236201763153,3.816754192076028,0.82
45,6.739178468257902,0.7,2.731626045703888,6.48071152634447,0.73
46,4.213293839178084,0.775,2.691661419868469,5.702808369076629,0.72
47,5.820137585090452,0.74,2.7232407188415526,2.902175789914444,0.82
48,4.733654785991282,0.745,2.70753015756607,3.038776701298352,0.82
49,3.789481159479024,0.79,2.7447530484199523,4.286248766581304,0.8
50,7.513875724559459,0.71,2.7243844652175904,3.8517779243567944,0.84
