epoch,train_loss,train_acc,train_time_per_step,val_loss,val_acc
1,7.795288336093072,0.345,25.47382501125336,2.5770851644500907,0.6
2,2.51600290225862,0.62,25.28546926498413,1.9086672383646508,0.64
3,3.3820343325236992,0.615,25.819632518291478,3.413099321186228,0.64
4,3.377344417353571,0.645,25.60857371091843,2.3760723464917897,0.65
5,4.346334107558459,0.595,25.546358938217164,5.753817845211816,0.47
6,4.100638652625761,0.63,25.41870420694352,2.6733964034254627,0.71
7,3.5686253870666373,0.635,25.361169073581696,1.6037032540735443,0.77
8,3.357254715656953,0.655,25.533425142765044,5.2354455103270086,0.63
9,3.639478304050655,0.67,25.381471781730646,2.2501648628548367,0.76
10,3.610896140892735,0.705,25.614090700149536,3.3527161927146483,0.74
11,2.717672983279242,0.695,25.67702944278717,1.4171153675188606,0.77
12,4.267406402184744,0.665,25.52021136760712,4.145764256773027,0.68
13,3.8158044968376763,0.685,26.001675536632533,1.9013335562893896,0.79
14,2.9021151337946463,0.74,25.734323143959045,3.252290894579536,0.69
15,2.783358409303782,0.79,25.418475413322447,4.059003606195059,0.7
16,3.3491044045554723,0.73,25.400633702278146,4.290787893441308,0.65
17,4.939325192308289,0.695,25.74633259773255,4.335255134945983,0.67
18,3.2164351272499765,0.735,25.514619226455693,6.257404310588172,0.58
19,2.3397228804942287,0.81,25.727468922138208,3.5262297228772206,0.7
20,3.2366124760753863,0.74,25.571233761310573,2.6705938121539794,0.77
21,3.3040165047433128,0.75,25.733709025383,4.705152683682779,0.74
22,2.9717717374048385,0.78,25.85033792734146,2.547887486834969,0.81
23,1.8744206241488648,0.845,25.470033240318298,2.8686962093884816,0.71
24,3.4143393258249533,0.74,25.68176571846009,3.444884554929631,0.71
25,4.138012265460155,0.74,25.658106257915488,2.8561429793324464,0.77
26,2.144122333373204,0.805,25.709413394927978,2.3685648851430847,0.82
27,3.463959855131754,0.745,25.577770631313324,4.860899254830135,0.71
28,2.6969659894167552,0.795,25.570641481876372,2.1328091361125256,0.84
29,1.8707293929942788,0.825,25.71268357992173,2.203161938853378,0.85
30,3.501396272897188,0.745,26.254324433803557,2.529125478965516,0.84
31,2.5623805404251345,0.77,25.58570830583573,3.791925404640705,0.72
32,3.9789824740261186,0.745,25.97714380979538,2.969297872994373,0.8
33,2.9725443946399843,0.81,25.54534516572952,4.0608775771488865,0.79
34,2.784827200974437,0.795,25.785723700523377,2.166741148924606,0.78
35,3.7967766604362816,0.775,25.78576147556305,3.8116234878235113,0.79
36,3.687900413351664,0.775,25.42658002614975,3.879868573224856,0.74
37,2.3767420606141245,0.8,25.451198084354402,3.4308334170703163,0.78
38,1.869518479994587,0.835,25.60798340320587,3.1859835707613904,0.83
39,2.565797551535024,0.795,25.852114531993863,1.3496042995193676,0.85
40,3.0294643176030203,0.795,25.605079658031464,3.694764078622767,0.78
41,3.4266851753782763,0.81,25.428371720314022,3.7466345410575577,0.79
42,3.5303497632965897,0.79,25.25729980707169,2.69586774843557,0.81
43,3.1731281979759505,0.825,25.46915269374848,2.8340331172027984,0.82
44,2.667157184313948,0.805,25.212949440479285,3.5847185053531656,0.75
45,3.932649880197,0.79,25.51332884073257,6.93869981091651,0.69
46,3.3476321063765098,0.805,25.243743343353273,3.870979283991416,0.71
47,2.7144706244978005,0.86,24.938266973495484,1.638443408541171,0.88
48,2.8061995065200414,0.785,25.82938969373703,2.0406271417273563,0.87
49,3.278588636026013,0.805,25.28153959512711,6.786913651691347,0.79
50,5.359965331925914,0.77,25.058620309829713,2.6365901979229376,0.83
