epoch,train_loss,train_acc,train_time_per_step,val_loss,val_acc
1,3.0343957316875456,0.41,19.55518392324448,1.2982731372117997,0.57
2,0.9911263824068008,0.685,19.134789214134198,0.9061922646034508,0.69
3,0.7646567981410771,0.71,19.177883641719816,0.9457766247913242,0.72
4,0.6745344031704008,0.8,19.09080449819565,0.7351523086661473,0.75
5,0.7714543523057364,0.745,18.98451986312866,0.7328430414572358,0.75
6,0.6984976757015101,0.8,19.210027537345887,0.5217196109192446,0.84
7,0.5592554693855345,0.79,18.79209362268448,0.5394324812828564,0.84
8,0.6550387524720281,0.815,18.969322860240933,0.6102716721594333,0.76
9,0.5087492784345522,0.845,19.129347500801085,0.6182646066881716,0.81
10,0.6159705330757425,0.795,19.08745811700821,0.5849975956184791,0.8
11,0.5298724791989662,0.81,18.908021626472472,0.4830052094627172,0.86
12,0.6010267422406469,0.82,19.09549600839615,0.40232275996357203,0.86
13,0.5682408266700805,0.825,19.37582980632782,0.5167174546793103,0.82
14,0.4350796471354261,0.84,19.280734641551973,0.4084826792962849,0.88
15,0.5210690775694092,0.855,18.996780533790584,0.5634228503517806,0.8
16,0.3634529110131552,0.87,19.089648818969728,0.4867628363054246,0.86
17,0.5898301785020158,0.82,18.995785863399504,0.4913271068036556,0.84
18,0.3865495088812895,0.9,19.215784642696377,1.0571605149039534,0.69
19,0.2884884903737111,0.91,19.153688325881962,0.31202026808052324,0.92
20,0.412314686399186,0.905,19.3075150680542,0.34652755611634345,0.89
21,0.4003046593669569,0.88,18.968096168041228,0.3830615577241406,0.86
22,0.3954745016487141,0.895,18.683686263561253,0.6117627071950119,0.79
23,0.4029720684187487,0.885,15.836803157329562,0.4399695055314805,0.83
24,0.4218250149808591,0.865,15.027359557151794,0.4123299132101238,0.86
25,0.5182764261006377,0.81,14.868000640869141,0.4545678202668205,0.82
26,0.3465792305779178,0.88,13.386069197654724,0.4303619256452657,0.84
27,0.4683064426400233,0.855,13.139343800544738,0.4386091071180999,0.85
28,0.3468351824247384,0.895,12.915497205257411,0.3650482031702995,0.85
29,0.22515850058800424,0.91,11.79056263923645,0.5533758103820583,0.82
30,0.4853817865190285,0.86,11.205683498382568,0.5866335347678842,0.8
31,0.3291864823841024,0.89,11.231343812942505,0.5041752522019669,0.83
32,0.3701686836744193,0.905,11.320163383483887,0.7181432553261402,0.8
33,0.3390484987804666,0.905,11.589938893318177,0.3504809613386169,0.87
34,0.30665451080170897,0.925,10.838112432956695,0.3537915098620579,0.9
35,0.4029078509326791,0.875,9.398932478427888,0.4072561143524945,0.85
36,0.3976750730013009,0.895,8.582154216766357,0.5388371785148047,0.81
37,0.3431470317393541,0.87,7.792483377456665,0.4868060562082974,0.87
38,0.377375009553216,0.89,6.72504940032959,0.28117083344550337,0.89
39,0.32453791408879623,0.92,6.875323123931885,0.3735061562550254,0.89
40,0.3592991012673156,0.875,6.649234497547151,0.5663257473066915,0.81
41,0.2659091950685252,0.895,6.672420213222504,0.3650036722520599,0.86
42,0.323869489155768,0.885,6.728450171947478,0.32902520190458745,0.88
43,0.3754177735556732,0.885,6.741224520206451,0.4648083026951644,0.82
44,0.4238873881235486,0.85,6.669966921806336,0.3786066539399326,0.87
45,0.3907941326487344,0.845,6.886816639900207,0.3163631892937701,0.92
46,0.35052977890125475,0.86,6.714870028495787,0.4182366804017511,0.85
47,0.383634297972676,0.9,6.757432281970978,0.31970514803717376,0.88
48,0.3215343695717183,0.885,6.754090185165405,0.4817221761628753,0.82
49,0.35534409694635544,0.9,6.332585322856902,0.5307835683273151,0.76
50,0.37698630793543997,0.89,5.843895497322083,0.5649005418131128,0.8
