epoch,train_loss,train_acc,train_time_per_step,val_loss,val_acc
1,2.696158570108819,0.45,46.35492008924484,1.2237661155499515,0.67
2,1.5846953721502723,0.655,46.29617990016937,1.7834922981297132,0.68
3,1.501955746654876,0.69,48.25145172357559,1.5080479234621451,0.7
4,1.511364524584335,0.72,65.05007286787033,1.6547113680718752,0.66
5,1.8506354896975423,0.65,57.441239326000215,2.44433988106146,0.56
6,2.002081013756684,0.695,46.451431517601016,1.850296256082084,0.69
7,1.832192081561634,0.675,46.35306428909302,1.1259217013986682,0.8
8,1.6176621590441465,0.725,46.32095469713211,1.7323720064383452,0.68
9,1.4836261236873411,0.735,58.141217062473295,2.431330632706908,0.66
10,2.17283825158106,0.695,64.47411341190337,2.569548292341237,0.71
11,1.7518193735518472,0.74,48.94991752147675,1.3735047804118767,0.72
12,1.8305906579586344,0.735,46.293539650440216,1.354396445668821,0.71
13,1.6095195047005155,0.725,46.24988256692886,1.672026875054915,0.71
14,1.4416031485187022,0.775,58.45581411838531,2.4055152433643,0.71
15,1.4545103110875195,0.78,62.93203777551651,2.17839675354247,0.73
16,1.1773120969394046,0.82,71.84439088106156,1.9376811152805973,0.7
17,1.817990965239556,0.78,58.3829988694191,2.723800168754035,0.63
18,1.855332062409613,0.75,49.04251721143723,3.875823727341693,0.61
19,1.1036769563698556,0.87,73.36207659006119,1.8552112910935352,0.78
20,1.4323853059611655,0.8,47.20646555185318,2.207575698810405,0.71
21,1.4871679039119063,0.755,46.29963855028152,1.400359353194868,0.72
22,1.4159500994425107,0.805,46.33768986225128,1.6521841580340288,0.76
23,1.3436340621947978,0.785,56.412755885124206,1.5832337538493808,0.75
24,1.8308150748437688,0.77,46.30567382574081,2.0790693840814045,0.76
25,1.9920572517692177,0.765,46.29040771484375,2.986535805692767,0.7
26,1.4821662364991297,0.845,48.93173604011536,1.3672086624565156,0.78
27,1.855453567753019,0.775,54.90255536794663,3.056448509455204,0.62
28,1.3123982252870916,0.815,74.11466858148574,1.7589054550326153,0.76
29,0.9730678204257398,0.815,47.11010988950729,2.2750777560227378,0.74
30,2.091360567319887,0.735,53.18771224021911,2.20939035827539,0.77
31,1.6850219269901232,0.785,46.60195348739624,1.7063351964191675,0.79
32,1.623204106011922,0.785,46.51464399576187,2.543938110875859,0.74
33,1.2688178573179758,0.835,46.295457532405855,1.7550452472796425,0.82
34,1.272955573232935,0.82,48.66294503927231,2.0529952011983754,0.77
35,1.4753129558584337,0.78,71.05348234415054,1.515884334980519,0.8
36,1.3436182942181727,0.83,73.12441367864609,1.3501568642026769,0.82
37,1.4376537867716208,0.815,63.78249917984009,2.364190298629219,0.74
38,1.6027651169632784,0.81,70.69011398553849,2.1933256992627905,0.75
39,1.6275508909146126,0.785,67.49045824289323,1.1531312313984063,0.81
40,1.3571061203190902,0.81,52.0920416355133,2.3101559482448373,0.76
41,0.8081703514196912,0.875,69.74122918128967,2.404303132392274,0.72
42,1.8924225159263424,0.835,73.58372092962264,1.963079944540272,0.79
43,1.615561102135776,0.815,65.43308380126953,1.6186188653011355,0.76
44,2.053327593920113,0.775,46.3517489361763,1.399029644499602,0.77
45,2.092234754738056,0.76,46.39165610313415,3.091429434670285,0.73
46,1.7917302307026928,0.79,47.07659937381744,1.530191714507256,0.78
47,1.4314822165158143,0.8,55.92953652620316,1.7084537100986623,0.81
48,1.529259023106566,0.815,61.873651378154754,2.548411707857266,0.73
49,1.4531573025457556,0.81,51.56289772033691,3.130508516149057,0.7
50,1.7165762442918824,0.82,45.75008149385452,1.416192599548267,0.86
