epoch,train_loss,train_acc,train_time_per_step,val_loss,val_acc
1,2.708486851453781,0.24,1.0331531476974487,1.6139716172218324,0.49
2,1.6140484409034253,0.46,1.013395130634308,1.4191877940297126,0.44
3,1.538610122120008,0.535,1.0374642872810365,1.3093904110789298,0.56
4,1.3115514261089265,0.62,1.0348776936531068,1.2208042224892417,0.57
5,1.3999662342201915,0.575,1.038304545879364,1.0511134031414986,0.56
6,1.390439691268839,0.635,1.0432755279541015,0.8037880651652813,0.66
7,1.2803469075169414,0.585,1.021414885520935,1.070964323412627,0.61
8,1.1506359888135922,0.655,1.050600457191467,1.2651910994015634,0.72
9,1.3281495936959982,0.64,1.0392064595222472,1.1059101236611604,0.66
10,1.1489736606134102,0.68,1.0357537508010863,1.1009305971488357,0.62
11,1.0959849227732048,0.65,1.0507988715171814,0.9131975733861328,0.71
12,1.2910809625231194,0.645,1.0149414372444152,1.1124040427152069,0.71
13,1.128228244273923,0.65,1.0268532943725586,0.6808908557891846,0.78
14,0.9515926380519524,0.65,1.0512912607192992,0.8182261000201106,0.75
15,0.8655249148327857,0.715,1.0703362345695495,0.8432438712380826,0.7
16,0.8712393381819129,0.745,1.042330286502838,1.069446191424504,0.67
17,1.4075465824786806,0.64,1.0577708625793456,1.2763470261890324,0.68
18,1.0878041077556555,0.695,1.0897945976257324,1.184194679047796,0.69
19,1.0258855992284952,0.715,1.0624935507774351,0.7052601406304165,0.82
20,1.0352907085581682,0.685,1.0639706015586854,1.3621901088836603,0.68
21,1.2816985984449274,0.675,1.0875914812088012,1.1627334516181145,0.69
22,0.8713663716600422,0.75,1.105999653339386,1.418458230284741,0.67
23,0.9175784594423384,0.705,1.1238083600997926,0.6211525333300233,0.77
24,0.9695113556232536,0.715,1.1297868037223815,0.9749409064886276,0.75
25,1.5843761587712653,0.655,1.0869477248191834,0.969552158886363,0.72
26,0.9150849340926652,0.75,1.1112449979782104,1.2603534525353444,0.71
27,1.136664808956557,0.73,1.1095257163047791,0.8474109287559987,0.77
28,0.8080179910187144,0.765,1.1192796874046325,0.7993651819601655,0.78
29,0.902559384701708,0.75,1.110191559791565,1.885542262572435,0.55
30,1.2045307456687442,0.665,1.1191484785079957,0.7192135620763292,0.78
31,0.8339479168401158,0.765,1.1214814734458924,0.9440986582962796,0.77
32,1.127983827054195,0.705,1.1028266644477844,0.908485329677751,0.72
33,0.7184499995870829,0.77,1.110851719379425,0.8805215874206624,0.82
34,0.8855228387123703,0.74,1.0977091336250304,0.7912705184658989,0.74
35,1.2013552890526626,0.69,1.10901353597641,0.5774689893551113,0.83
36,1.0552634026391934,0.725,1.1101063776016236,1.3671338670141997,0.7
37,1.0080390964583603,0.715,1.136719198226929,0.6722953284066171,0.79
38,0.713147536687436,0.82,1.108716747760773,0.8905987747852486,0.78
39,1.0668941995854788,0.73,1.1283270835876464,0.5422496633271475,0.82
40,0.7364883672782707,0.77,1.1011812090873718,0.7393994320963247,0.78
41,0.8945586536505652,0.755,1.117628779411316,1.1073999417445155,0.71
42,1.0514324512107032,0.77,1.1134472942352296,0.4972183077246882,0.83
43,0.9993748988581518,0.785,1.1136755514144898,1.6203810594485548,0.65
44,1.4905192789719512,0.655,1.1001653814315795,0.7372271743556484,0.79
45,1.201536595345533,0.715,1.0856465530395507,1.4937542580975425,0.72
46,0.9893628742083088,0.72,1.1917860770225526,0.5514095641412825,0.84
47,0.8417029984795977,0.785,1.2059526896476749,0.8144782221937202,0.77
48,0.9521416983932068,0.74,1.222986388206482,1.6243113102500502,0.68
49,0.8439899483491717,0.775,1.2145950317382812,0.979371507591568,0.73
50,1.3562598462768438,0.71,1.245974051952362,1.12270961238537,0.7
