epoch,train_loss,train_acc,train_time_per_step,val_loss,val_acc
1,2.298800300359726,0.17,5.560610461235046,2.127989733219146,0.12
2,2.028956940174103,0.365,5.560249185562133,1.9002351021766664,0.46
3,1.8987560510635373,0.48,5.554159832000733,1.7809072279930114,0.56
4,1.7378660142421722,0.565,5.574025042057038,1.7186964678764345,0.46
5,1.7477082425355912,0.49,5.573026130199432,1.598920269012451,0.57
6,1.5940969008207322,0.57,5.569759635925293,1.6627369594573975,0.37
7,1.6262478011846542,0.565,5.568739581108093,1.4662846219539645,0.62
8,1.5536737936735152,0.59,5.570155518054962,1.5308872199058532,0.62
9,1.5511738857626916,0.575,5.572989535331726,1.3626354682445525,0.58
10,1.353507478237152,0.615,5.572005295753479,1.2953872740268708,0.68
11,1.4893552732467652,0.575,5.5735681223869324,1.330066570043564,0.65
12,1.4594880145788194,0.565,5.574208936691284,1.3154964768886566,0.59
13,1.4794590032100678,0.595,5.568704924583435,1.2660797530412673,0.65
14,1.3373065854609012,0.63,5.576642444133759,1.3135699373483658,0.69
15,1.3294160437583924,0.655,5.567780463695526,1.3437647771835328,0.6
16,1.3014016216993332,0.66,5.570679788589477,1.264039803147316,0.68
17,1.2597275997698307,0.665,5.567608137130737,1.3074058836698532,0.6
18,1.2442084273695946,0.665,5.562405338287354,1.2399194270372391,0.64
19,1.2059831108152863,0.69,5.56341864824295,1.1669355273246764,0.69
20,1.285506371706724,0.62,5.557078511714935,1.250220192670822,0.64
21,1.2298506173491477,0.635,5.568259265422821,1.1884107404947282,0.67
22,1.1853309047967195,0.69,5.5797659158706665,1.207274167239666,0.7
23,1.1838224813342095,0.64,5.573587357997894,1.190451432466507,0.68
24,1.2108870738744737,0.655,5.571884205341339,1.2338933342695235,0.7
25,1.1575425758957862,0.67,5.563686318397522,1.1525352853536606,0.74
26,1.2633079084381462,0.625,5.559713237285614,1.118381462469697,0.71
27,1.177834957242012,0.625,5.565246238708496,1.2204941594600678,0.64
28,1.168760780096054,0.63,5.562524790763855,1.082353027164936,0.67
29,0.9653486078977584,0.725,5.566716616153717,1.033900445103645,0.72
30,1.128717866241932,0.665,5.564032106399536,1.175808175355196,0.62
31,1.050110186636448,0.69,5.56384681224823,1.0941988572478294,0.69
32,1.0171463495492936,0.675,5.5655410504341125,1.1774449442327022,0.63
33,1.1190153275430204,0.66,5.563773720264435,1.0151681262254717,0.7
34,1.1651025673002005,0.64,5.565087008476257,1.0417209866642951,0.69
35,1.0217771857976914,0.705,5.5573330807685855,0.9968141023814678,0.72
36,1.0468877909332517,0.675,5.564364862442017,1.0165681234002113,0.68
37,1.1379676048457623,0.66,5.564315845966339,1.0138902322947978,0.74
38,0.9166808046028018,0.74,5.562032194137573,1.0901500436663627,0.7
39,1.0005724187195302,0.715,5.561525137424469,0.8550447906553745,0.78
40,0.9746458201482892,0.735,5.569115293025971,1.1511626791954042,0.65
41,0.9454363418743016,0.715,5.580534133911133,1.009471591413021,0.69
42,0.9831693468242884,0.71,5.57803056716919,0.96457792699337,0.7
43,0.986676004230976,0.7,5.58453718662262,1.0806116938591004,0.62
44,1.0604661032557487,0.73,5.580292947292328,0.8666831914708019,0.74
45,1.0367826177179813,0.67,5.578510954380035,0.8926839005947113,0.71
46,0.955374080389738,0.715,5.578986210823059,1.0397479053586722,0.65
47,0.8707506233081221,0.735,5.548275804519653,0.900809124149382,0.69
48,0.9277294974029064,0.705,5.581201546192169,1.0832014936208725,0.67
49,0.9355487752705812,0.705,5.641852464675903,1.1296163882315158,0.65
50,0.9786894442886114,0.69,5.656266794204712,1.073278222978115,0.63
